CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping,mapping_key,eps_std
07581110,2005.0,4.0,0.73,1.14,07581110,BECKMAN COULTER INC,Beckman Coulter,high,transcripts_by_company/Beckman_Coulter_2005Q4.txt,2005-11-02,2005-11-02,0.74,2005-11-02,high,07581110_2005_4,0.049
03831W10,2022.0,3.0,0.06,0.16,03831W10,APPLOVIN CORP,AppLovin Corporation,high,transcripts_by_company/AppLovin_Corporation_2022Q3.txt,2022-08-10,2022-08-10,-0.06,2022-08-10,high,03831W10_2022_3,0.0677777777777777
11563720,2015.0,3.0,0.75,0.78,11563720,BROWN-FORMAN CORP,Brown-Foreman Corporation,high,transcripts_by_company/Brown-Foreman_Corporation_2015Q3.txt,2015-08-26,2015-08-26,0.75,2015-08-26,high,11563720_2015_3,0.0222222222222222
54634710,2014.0,4.0,-0.23,0.15,54634710,LOUISIANA-PACIFIC CORP,Louisiana-Pacific Corporation,high,transcripts_by_company/Louisiana-Pacific_Corporation_2014Q4.txt,2014-11-05,2014-11-05,-0.12,2014-11-05,high,54634710_2014_4,0.0788888888888888
71742Q10,2023.0,3.0,0.14,0.27,71742Q10,PHIBRO ANIMAL HEALTH CORP,Phibro Animal Health Corporation,high,transcripts_by_company/Phibro_Animal_Health_Corporation_2023Q3.txt,2023-08-31,2023-08-30,1.21,2023-08-30,high,71742Q10_2023_3,0.0288888888888888
20451N10,2021.0,1.0,0.96,0.7,20451N10,COMPASS MINERALS INTERNATIONAL I,OZ Minerals Limited,high,transcripts_by_company/OZ_Minerals_Limited_2021Q1.txt,2020-01-28,2020-02-10,1.9,2020-02-10,high,20451N10_2021_1,0.1633333333333333
05266010,2008.0,4.0,-0.02,0.09,05266010,AUTHENTEC INC,AuthenTec Inc.,high,transcripts_by_company/AuthenTec_Inc_2008Q4.txt,2008-10-30,2008-10-30,0.05,2008-10-30,high,05266010_2008_4,0.0111111111111111
16890510,2004.0,2.0,0.42,0.41,16890510,CHILDREN'S PLACE INC,"The Children's Place Retail Stores, Inc.",high,transcripts_by_company/The_Childrens_Place_Retail_Stores_Inc_2004Q2.txt,2004-05-13,2004-05-13,0.42,2004-05-13,high,16890510_2004_2,0.0233333333333333
83304A10,2019.0,1.0,-0.1,-0.14,83304A10,SNAP INC,Snap Inc.,high,transcripts_by_company/Snap_Inc_2019Q1.txt,2019-02-05,2019-02-05,-0.47,2019-02-05,high,83304A10_2019_1,0.0222222222222222
68906L10,2019.0,2.0,-0.38,-0.52,68906L10,OTONOMY INC,"Otonomy, Inc.",high,transcripts_by_company/Otonomy_Inc_2019Q2.txt,2019-05-06,2019-05-06,-0.39,2019-05-06,high,68906L10_2019_2,0.0355555555555555
59268810,2007.0,3.0,1.15,1.06,59268810,METTLER-TOLEDO INTERNATIONAL INC,Mettler-Toledo International,high,transcripts_by_company/Mettler-Toledo_International_2007Q3.txt,2007-07-26,2007-07-26,1.07,2007-07-26,high,59268810_2007_3,0.0244444444444444
42840B10,2009.0,2.0,0.45,0.17,42840B10,HI-TECH PHARMACAL,"Hi-Tech Pharmacal Co., Inc.",high,transcripts_by_company/Hi-Tech_Pharmacal_Co_Inc_2009Q2.txt,2009-06-11,2009-07-14,0.62,2009-07-14,high,42840B10_2009_2,
25303110,2019.0,2.0,-0.35,-0.2,25303110,DICERNA PHARMACEUTICALS INC,"Dicerna Pharmaceuticals, Inc.",high,transcripts_by_company/Dicerna_Pharmaceuticals_Inc_2019Q2.txt,2019-05-09,2019-05-09,-0.38,2019-05-09,high,25303110_2019_2,0.13
G8147710,2015.0,1.0,0.04,0.08,G8147710,SINA CORP,Sina Corporation,high,transcripts_by_company/Sina_Corporation_2015Q1.txt,2015-03-11,2015-03-10,0.76,2015-03-10,high,G8147710_2015_1,0.1077777777777777
00770C10,2021.0,1.0,,,00770C10,ADVANCED EMISSIONS SOLUTIONS INC,"Advanced Emissions Solutions, Inc.",high,transcripts_by_company/Advanced_Emissions_Solutions_Inc_2021Q1.txt,2021-03-11,2021-03-10,,2021-03-10,high,00770C10_2021_1,
48205A10,2017.0,1.0,-0.71,-0.85,48205A10,JUNO THERAPEUTICS INC,"Juno Therapeutics, Inc.",high,transcripts_by_company/Juno_Therapeutics_Inc_2017Q1.txt,2017-01-11,2017-03-01,-2.65,2017-03-01,high,48205A10_2017_1,0.095
35966410,2021.0,4.0,3.34,1.5,35966410,FULGENT GENETICS INC,"Fulgent Genetics, Inc.",high,transcripts_by_company/Fulgent_Genetics_Inc_2021Q4.txt,2021-11-09,2021-11-09,3.95,2021-11-09,high,35966410_2021_4,0.18
16385110,2023.0,3.0,0.63,1.38,16385110,CHEMOURS CO,The Chemours Company,high,transcripts_by_company/The_Chemours_Company_2023Q3.txt,2023-07-28,2023-07-27,1.1,2023-07-27,high,16385110_2023_3,0.1022222222222222
F8034310,2021.0,4.0,5.35,3.44,F8034310,SAINT-GOBAIN,Compagnie de Saint-Gobain S.A.,high,transcripts_by_company/Compagnie_de_Saint-Gobain_SA_2021Q4.txt,2021-12-06,2022-02-24,5.35,2022-02-24,high,F8034310_2021_4,
37733W10,2004.0,3.0,0.79,0.75,37733W10,GLAXOSMITHKLINE PLC,GlaxoSmithKline PLC,high,transcripts_by_company/GlaxoSmithKline_PLC_2004Q3.txt,2004-07-27,2004-07-27,0.73,2004-07-27,high,37733W10_2004_3,0.032
29084Q10,2011.0,4.0,0.57,0.55,29084Q10,EMCOR GROUP INC,Emcor Group Inc,high,transcripts_by_company/Emcor_Group_Inc_2011Q4.txt,2011-10-27,2011-10-27,0.47,2011-10-27,high,29084Q10_2011_4,0.05
32021810,2010.0,3.0,0.48,0.52,32021810,FIRST FINANCIAL CORP,First Mercury Financial Corporation,high,transcripts_by_company/First_Mercury_Financial_Corporation_2010Q3.txt,2010-08-03,2010-10-22,0.48,2010-10-22,high,32021810_2010_3,
02913V10,2009.0,4.0,0.44,0.38,02913V10,AMERICAN PUBLIC EDUCATION INC,"American Public Education, Inc.",high,transcripts_by_company/American_Public_Education_Inc_2009Q4.txt,2009-11-05,2009-11-05,0.27,2009-11-05,high,02913V10_2009_4,0.01
63115810,2007.0,2.0,0.66,0.53,63115810,NASH FINCH CO,Nash Finch Company,high,transcripts_by_company/Nash_Finch_Company_2007Q2.txt,2007-04-26,2007-04-25,0.39,2007-04-25,high,63115810_2007_2,0.065
92220P10,2003.0,4.0,0.41,0.35,92220P10,VARIAN MEDICAL SYSTEMS INC,American Medical Systems,high,transcripts_by_company/American_Medical_Systems_2003Q4.txt,2003-10-22,2003-10-28,1.84,2003-10-28,high,92220P10_2003_4,0.015
92763W10,2014.0,4.0,0.12,0.95,92763W10,VIPSHOP HOLDINGS LTD,Vipshop Holdings Ltd,high,transcripts_by_company/Vipshop_Holdings_Ltd_2014Q4.txt,2014-11-19,2014-11-18,0.08,2014-11-18,high,92763W10_2014_4,0.1055555555555555
71714F10,2013.0,4.0,0.39,0.36,71714F10,PHARMERICA CORP,PharMerica Corporation,high,transcripts_by_company/PharMerica_Corporation_2013Q4.txt,2013-11-05,2013-11-05,0.49,2013-11-05,high,71714F10_2013_4,0.032
41586410,2023.0,2.0,0.01,0.02,41586410,HARSCO CORP,Harsco Corporation,high,transcripts_by_company/Harsco_Corporation_2023Q2.txt,2023-05-03,2023-05-03,-0.11,2023-05-03,high,41586410_2023_2,0.0266666666666666
78632610,2008.0,2.0,0.32,,78632610,SADIA S.A.,Skandia,high,transcripts_by_company/Skandia_2008Q2.txt,2008-05-08,2008-07-30,0.32,2008-07-30,high,78632610_2008_2,
20530610,2011.0,2.0,0.72,0.49,20530610,COMPUTER PROGRAMS AND SYSTEMS IN,"Computer Programs &amp; Systems, Inc.",high,transcripts_by_company/Computer_Programs_and_Systems_Inc_2011Q2.txt,2011-04-21,2011-04-20,0.49,2011-04-20,high,20530610_2011_2,0.0255555555555555
86323610,2014.0,4.0,1.21,1.0,86323610,STRAYER EDUCATION,"Strayer Education, Inc.",high,transcripts_by_company/Strayer_Education_Inc_2014Q4.txt,2014-10-30,2014-10-30,0.46,2014-10-30,high,86323610_2014_4,0.1588888888888889
44913M10,2003.0,2.0,0.06,0.03,44913M10,HYPERCOM CORP,Hypercom Corporation,high,transcripts_by_company/Hypercom_Corporation_2003Q2.txt,2003-04-25,2003-04-25,-0.06,2003-04-25,high,44913M10_2003_2,
35461310,2021.0,1.0,0.79,0.71,35461310,FRANKLIN RESOURCES INC,"Franklin Resources, Inc.",high,transcripts_by_company/Franklin_Resources_Inc_2021Q1.txt,2021-02-02,2021-02-02,0.73,2021-02-02,high,35461310_2021_1,0.06
37989010,2007.0,4.0,-0.03,0.01,37989010,GLU MOBILE INC,Glu Mobile Inc.,high,transcripts_by_company/Glu_Mobile_Inc_2007Q4.txt,2007-11-01,2007-11-01,-0.03,2007-11-01,high,37989010_2007_4,0.0166666666666666
85891210,2020.0,1.0,0.52,0.64,85891210,STERICYCLE INC,"Stericycle, Inc.",high,transcripts_by_company/Stericycle_Inc_2020Q1.txt,2020-02-27,2020-02-27,2.65,2020-02-27,high,85891210_2020_1,0.08
16208T10,2016.0,4.0,0.07,0.1,16208T10,CHATHAM LODGING TRUST,Chatham Lodging Trust,high,transcripts_by_company/Chatham_Lodging_Trust_2016Q4.txt,2016-11-03,2016-11-03,0.34,2016-11-03,high,16208T10_2016_4,0.017
56357110,2012.0,3.0,0.17,0.27,56357110,MANITOWOC INC,Manitowoc Co Inc,high,transcripts_by_company/Manitowoc_Co_Inc_2012Q3.txt,2012-08-07,2012-08-06,0.32,2012-08-06,high,56357110_2012_3,0.0311111111111111
45677R10,2003.0,3.0,0.04,0.01,45677R10,INFORTE CORPORATION,Inforte Corporation,high,transcripts_by_company/Inforte_Corporation_2003Q3.txt,2003-07-11,2003-07-11,0.04,2003-07-11,high,45677R10_2003_3,0.01125
05459T10,2009.0,2.0,-0.09,,05459T10,AXESSTEL INC,"Axesstel, Inc.",high,transcripts_by_company/Axesstel_Inc_2009Q2.txt,2009-05-11,2009-05-11,-0.09,2009-05-11,high,05459T10_2009_2,
87305R10,2014.0,3.0,0.13,0.21,87305R10,TTM TECHNOLOGIES INC,TTM Technologies,high,transcripts_by_company/TTM_Technologies_2014Q3.txt,2014-07-30,2014-07-30,0.05,2014-07-30,high,87305R10_2014_3,0.0322222222222222
82484140,2008.0,3.0,,,82484140,SHISEIDO CO LTD,Schibsted ASA,high,transcripts_by_company/Schibsted_ASA_2008Q3.txt,2008-08-15,2008-10-31,,2008-10-31,high,82484140_2008_3,
16945L10,2011.0,1.0,0.03,0.06,16945L10,CHINAEDU CORP,ChinaEdu Corp,high,transcripts_by_company/ChinaEdu_Corp_2011Q1.txt,2011-03-16,2011-03-15,0.34,2011-03-15,high,16945L10_2011_1,0.0
30063P10,2007.0,3.0,-0.13,,30063P10,EXACT SCIENCES CORP,EXACT Sciences Corporation,high,transcripts_by_company/EXACT_Sciences_Corporation_2007Q3.txt,2007-07-24,2007-07-23,-0.07,2007-07-23,high,30063P10_2007_3,
01973R10,2014.0,4.0,0.34,0.28,01973R10,ALLISON TRANSMISSION HOLDINGS IN,"Allison Transmission Holdings, Inc.",high,transcripts_by_company/Allison_Transmission_Holdings_Inc_2014Q4.txt,2014-10-28,2014-10-27,0.38,2014-10-27,high,01973R10_2014_4,0.0289999999999999
53217R20,2011.0,3.0,0.66,0.65,53217R20,LIFE TIME FITNESS INC,Life Time Fitness Inc,high,transcripts_by_company/Life_Time_Fitness_Inc_2011Q3.txt,2011-07-21,2011-07-21,0.61,2011-07-21,high,53217R20_2011_3,0.02
24664T10,2021.0,2.0,1.0,1.24,24664T10,DELEK LOGISTICS PARTNERS LP,"Delek Logistics Partners, LP",high,transcripts_by_company/Delek_Logistics_Partners_LP_2021Q2.txt,2021-05-05,2021-05-04,0.83,2021-05-04,high,24664T10_2021_2,0.1166666666666666
50188920,2023.0,3.0,0.86,1.05,50188920,LKQ CORP,LKQ Corporation,high,transcripts_by_company/LKQ_Corporation_2023Q3.txt,2023-07-27,2023-07-27,1.09,2023-07-27,high,50188920_2023_3,0.0325
20824210,2007.0,4.0,0.17,0.37,20824210,CONN'S INC,"Conn's, Inc.",high,transcripts_by_company/Conns_Inc_2007Q4.txt,2007-11-29,2007-11-29,0.17,2007-11-29,high,20824210_2007_4,0.0225
24903010,2010.0,3.0,0.45,0.47,24903010,DENTSPLY INTERNATIONAL INC,DENTSPLY International Inc.,high,transcripts_by_company/DENTSPLY_International_Inc_2010Q3.txt,2010-07-29,2010-07-29,0.5,2010-07-29,high,24903010_2010_3,0.01
36982210,2020.0,1.0,-0.32,0.14,36982210,GENERAL FINANCE CORP,General Finance Corporation,high,transcripts_by_company/General_Finance_Corporation_2020Q1.txt,2020-02-10,2020-02-10,0.3,2020-02-10,high,36982210_2020_1,0.0257142857142857
G6852T10,2009.0,1.0,2.72,2.37,G6852T10,PARTNERRE LTD,PartnerRe Ltd.,high,transcripts_by_company/PartnerRe_Ltd_2009Q1.txt,2009-02-03,2009-02-02,8.43,2009-02-02,high,G6852T10_2009_1,0.3844444444444444
49314410,2021.0,4.0,,,49314410,KEY TRONIC CORP,Key Tronic Corporation,high,transcripts_by_company/Key_Tronic_Corporation_2021Q4.txt,2021-11-02,2021-11-02,,2021-11-02,high,49314410_2021_4,
05969A10,2020.0,2.0,0.35,0.24,05969A10,BANCORP INC,Fifth Third Bancorp,high,transcripts_by_company/Fifth_Third_Bancorp_2020Q2.txt,2020-04-21,2020-04-30,0.22,2020-04-30,high,05969A10_2020_2,0.01
65158710,2016.0,1.0,5.42,4.7,65158710,NEWMARKET CORP,NewMarket Corporation,high,transcripts_by_company/NewMarket_Corporation_2016Q1.txt,2016-02-02,2016-02-01,19.61,2016-02-01,high,65158710_2016_1,0.15
D5396812,2017.0,1.0,-0.04,-0.07,D5396812,METRO AG,METRO INC.,high,transcripts_by_company/METRO_INC_2017Q1.txt,2017-01-24,2017-02-03,1.17,2017-02-03,high,D5396812_2017_1,
20260810,2007.0,1.0,0.2,0.38,20260810,COMMERCIAL VEHICLE GROUP INC,Commercial Vehicle Group,high,transcripts_by_company/Commercial_Vehicle_Group_2007Q1.txt,2007-01-16,2007-02-08,2.69,2007-02-08,high,20260810_2007_1,0.01
20459V10,2023.0,2.0,0.25,0.28,20459V10,COMPOSECURE INC,CompoSecure Inc.,high,transcripts_by_company/CompoSecure_Inc_2023Q2.txt,2023-05-03,2023-05-03,0.23,2023-05-03,high,20459V10_2023_2,0.0385714285714285
M7525310,2017.0,1.0,0.46,0.6,M7525310,ORBOTECH LTD,Orbotech Ltd.,high,transcripts_by_company/Orbotech_Ltd_2017Q1.txt,2017-02-08,2017-02-08,2.52,2017-02-08,high,M7525310_2017_1,0.0355555555555555
05366Y10,2010.0,4.0,0.0,0.02,05366Y10,AVIAT NETWORKS INC,Aviat Networks,high,transcripts_by_company/Aviat_Networks_2010Q4.txt,2010-11-04,2010-11-04,-0.26,2010-11-04,high,05366Y10_2010_4,0.0422222222222222
G3198U10,2021.0,4.0,1.64,1.39,G3198U10,ESSENT GROUP LTD,Essent Group Ltd.,high,transcripts_by_company/Essent_Group_Ltd_2021Q4.txt,2021-11-05,2021-11-05,1.84,2021-11-05,high,G3198U10_2021_4,0.0666666666666666
00760J10,2022.0,1.0,0.14,0.03,00760J10,AEHR TEST SYSTEMS,Aehr Test Systems,high,transcripts_by_company/Aehr_Test_Systems_2022Q1.txt,2022-01-06,2022-01-06,0.05,2022-01-06,high,00760J10_2022_1,
74727D10,2005.0,3.0,0.12,0.13,74727D10,QAD INC,QAD,high,transcripts_by_company/QAD_2005Q3.txt,2005-08-18,2005-08-18,0.12,2005-08-18,high,74727D10_2005_3,0.026
76680R20,2017.0,4.0,0.07,0.06,76680R20,RINGCENTRAL INC,"RingCentral, Inc.",high,transcripts_by_company/RingCentral_Inc_2017Q4.txt,2017-11-08,2017-11-08,0.06,2017-11-08,high,76680R20_2017_4,0.0033333333333333
11120U10,2019.0,4.0,0.21,0.19,11120U10,BRIXMOR PROPERTY GROUP INC,Brixmor Property Group Inc.,high,transcripts_by_company/Brixmor_Property_Group_Inc_2019Q4.txt,2019-10-29,2019-10-28,0.27,2019-10-28,high,11120U10_2019_4,0.0311111111111111
00778610,2017.0,2.0,0.01,-0.02,00778610,AEROHIVE NETWORKS INC,"Aerohive Networks, Inc.",high,transcripts_by_company/Aerohive_Networks_Inc_2017Q2.txt,2017-05-03,2017-05-03,-0.08,2017-05-03,high,00778610_2017_2,0.0144444444444444
78437540,2023.0,2.0,0.509,0.26,78437540,AB SKF,AB SKF (publ),high,transcripts_by_company/AB_SKF_publ_2023Q2.txt,2023-04-27,2023-04-27,0.457,2023-04-27,high,78437540_2023_2,
65479850,2006.0,3.0,-0.45,-0.4,65479850,NITROMED INC,"NitroMed, Inc.",high,transcripts_by_company/NitroMed_Inc_2006Q3.txt,2006-08-03,2006-08-03,-0.5,2006-08-03,high,65479850_2006_3,0.07125
02916P10,2011.0,4.0,0.24,0.11,02916P10,AMERICAN RAILCAR INDUSTRIES INC,"American Railcar Industries, Inc.",high,transcripts_by_company/American_Railcar_Industries_Inc_2011Q4.txt,2011-10-27,2011-10-26,0.19,2011-10-26,high,02916P10_2011_4,0.063
45168D10,2021.0,2.0,2.34,1.83,45168D10,IDEXX LABORATORIES INC,"IDEXX Laboratories, Inc.",high,transcripts_by_company/IDEXX_Laboratories_Inc_2021Q2.txt,2021-05-04,2021-05-04,2.35,2021-05-04,high,45168D10_2021_2,0.1288888888888889
19239V30,2011.0,2.0,0.0,0.04,19239V30,COGENT COMMUNICATIONS GROUP INC,"Cogent Communications Group, Inc.",high,transcripts_by_company/Cogent_Communications_Group_Inc_2011Q2.txt,2011-05-05,2011-05-05,-0.01,2011-05-05,high,19239V30_2011_2,0.0222222222222222
15961R10,2023.0,1.0,-0.13,-0.19,15961R10,CHARGEPOINT HOLDINGS INC,"ChargePoint Holdings, Inc.",high,transcripts_by_company/ChargePoint_Holdings_Inc_2023Q1.txt,2023-01-05,2023-03-02,-0.7,2023-03-02,high,15961R10_2023_1,0.0433333333333333
02913V10,2010.0,2.0,0.37,0.4,02913V10,AMERICAN PUBLIC EDUCATION INC,AMERICAN PUBLIC EDUCATION INC,high,transcripts_by_company/AMERICAN_PUBLIC_EDUCATION_INC_2010Q2.txt,2010-06-03,2010-08-05,0.37,2010-08-05,high,02913V10_2010_2,0.0066666666666666
69515610,2014.0,1.0,1.08,0.83,69515610,PACKAGING CORP OF AMERICA,Packaging Corp of America,high,transcripts_by_company/Packaging_Corp_of_America_2014Q1.txt,2014-02-12,2014-02-11,3.28,2014-02-11,high,69515610_2014_1,0.071
40421H10,2015.0,2.0,,0.01,40421H10,HII TECHNOLOGIES INC,"HII Technologies, Inc.",high,transcripts_by_company/HII_Technologies_Inc_2015Q2.txt,2015-04-16,2015-04-15,-0.02,2015-04-15,high,40421H10_2015_2,
74267C10,2017.0,2.0,0.4,0.57,74267C10,PROASSURANCE CORP,ProAssurance Corporation,high,transcripts_by_company/ProAssurance_Corporation_2017Q2.txt,2017-05-05,2017-05-04,0.62,2017-05-04,high,74267C10_2017_2,0.0288888888888888
65490220,2019.0,1.0,-0.02,0.05,65490220,NOKIA CORP,Kemira Oyj,high,transcripts_by_company/Kemira_Oyj_2019Q1.txt,2019-02-08,2019-04-25,-0.02,2019-04-25,high,65490220_2019_1,0.0066666666666666
79957L10,2022.0,3.0,-0.18,-0.23,79957L10,SANARA MEDTECH INC,Sanara MedTech Inc.,high,transcripts_by_company/Sanara_MedTech_Inc_2022Q3.txt,2021-08-17,2021-08-16,,2021-08-16,high,79957L10_2022_3,
00081T10,2019.0,1.0,0.08,0.1,00081T10,ACCO BRANDS CORP,ACCO Brands Corporation,high,transcripts_by_company/ACCO_Brands_Corporation_2019Q1.txt,2019-02-13,2019-02-13,1.14,2019-02-13,high,00081T10_2019_1,0.01
45718710,2013.0,2.0,1.2,1.45,45718710,INGREDION INC,Ingredion Incorporated,high,transcripts_by_company/Ingredion_Incorporated_2013Q2.txt,2013-05-02,2013-05-02,1.41,2013-05-02,high,45718710_2013_2,0.0344444444444444
25848T10,2004.0,2.0,0.15,0.16,25848T10,DOT HILL SYSTEMS CORP,Dot Hill Systems Corp.,high,transcripts_by_company/Dot_Hill_Systems_Corp_2004Q2.txt,2004-04-28,2004-04-28,0.07,2004-04-28,high,25848T10_2004_2,0.0155555555555555
78463510,2011.0,3.0,1.21,1.42,78463510,SPX CORP,SPX Corp,high,transcripts_by_company/SPX_Corp_2011Q3.txt,2011-08-03,2011-08-03,0.91,2011-08-03,high,78463510_2011_3,0.0533333333333333
50183L10,2007.0,3.0,0.37,0.3,50183L10,LDK SOLAR CO LTD,LDK Solar Co. Ltd.,high,transcripts_by_company/LDK_Solar_Co_Ltd_2007Q3.txt,2007-08-01,2007-08-01,0.29,2007-08-01,high,50183L10_2007_3,0.024
17246410,2018.0,2.0,0.83,0.46,17246410,CINER RESOURCES LP,Ciner Resources LP,high,transcripts_by_company/Ciner_Resources_LP_2018Q2.txt,2018-05-08,2018-05-07,0.54,2018-05-07,high,17246410_2018_2,0.118
75629F10,2021.0,1.0,-0.23,-0.2,75629F10,RECRO PHARMA INC,"Recro Pharma, Inc.",high,transcripts_by_company/Recro_Pharma_Inc_2021Q1.txt,2021-02-26,2021-02-26,-1.16,2021-02-26,high,75629F10_2021_1,0.0377777777777777
48268Y10,2009.0,1.0,0.24,0.54,48268Y10,K-SEA TRANSPORTATION PARTNERS LP,K-Sea Transportation Partners L.P.,high,transcripts_by_company/K-Sea_Transportation_Partners_LP_2009Q1.txt,2009-01-30,2009-01-30,0.22,2009-01-30,high,48268Y10_2009_1,0.0888888888888888
89341610,2005.0,2.0,0.26,0.25,89341610,TRANSACTION SYSTEMS ARCHITECTS,Transaction Systems Architect,high,transcripts_by_company/Transaction_Systems_Architect_2005Q2.txt,2005-04-26,2005-04-26,0.29,2005-04-26,high,89341610_2005_2,0.0155555555555555
68218910,2019.0,1.0,0.43,0.43,68218910,ON SEMICONDUCTOR CORP,ON Semiconductor Corporation,high,transcripts_by_company/ON_Semiconductor_Corporation_2019Q1.txt,2019-01-08,2019-02-01,1.96,2019-02-01,high,68218910_2019_1,0.0233333333333333
69865710,2010.0,3.0,0.5,0.84,69865710,PANTRY INC.,"The Pantry, Inc.",high,transcripts_by_company/The_Pantry_Inc_2010Q3.txt,2010-08-03,2010-08-03,0.94,2010-08-03,high,69865710_2010_3,0.13
20934110,2005.0,3.0,0.66,0.64,20934110,CONSOLIDATED GRAPHICS INC,Consolidated Graphics,high,transcripts_by_company/Consolidated_Graphics_2005Q3.txt,2005-07-27,2005-07-27,0.61,2005-07-27,high,20934110_2005_3,0.01
82263410,2016.0,3.0,0.28,0.42,82263410,SHELL MIDSTREAM PARTNERS LP,"Shell Midstream Partners, L.P.",high,transcripts_by_company/Shell_Midstream_Partners_LP_2016Q3.txt,2016-08-04,2016-08-04,0.35,2016-08-04,high,82263410_2016_3,0.03375
65290C10,2021.0,3.0,-0.11,-0.17,65290C10,NEXTIER OILFIELD SOLUTIONS INC,NexTier Oilfield Solutions Inc.,high,transcripts_by_company/NexTier_Oilfield_Solutions_Inc_2021Q3.txt,2021-08-05,2021-08-04,-0.19,2021-08-04,high,65290C10_2021_3,0.0433333333333333
52886P10,2003.0,4.0,0.21,0.1,52886P10,LEXAR MEDIA,Lexar Media Inc.,high,transcripts_by_company/Lexar_Media_Inc_2003Q4.txt,2003-10-16,2003-10-16,0.12,2003-10-16,high,52886P10_2003_4,0.012
09063H10,2009.0,2.0,0.2,0.07,09063H10,BIOMED REALTY TRUST INC,"BioMed Realty Trust, Inc.",high,transcripts_by_company/BioMed_Realty_Trust_Inc_2009Q2.txt,2009-04-30,2009-04-29,0.23,2009-04-29,high,09063H10_2009_2,0.0742857142857142
48249710,2021.0,4.0,0.04,1.83,48249710,KE HOLDINGS INC,KE Holdings Inc.,high,transcripts_by_company/KE_Holdings_Inc_2021Q4.txt,2021-11-09,2021-11-08,-0.75,2021-11-08,high,48249710_2021_4,0.132
G9329Z10,2020.0,1.0,0.11,0.17,G9329Z10,VENATOR MATERIALS PLC,Venator Materials PLC,high,transcripts_by_company/Venator_Materials_PLC_2020Q1.txt,2020-02-21,2020-02-21,0.24,2020-02-21,high,G9329Z10_2020_1,0.0477777777777777
19104210,2011.0,4.0,0.47,0.3,19104210,COBRA ELECTRONICS,Cobra Electronics Corporation,high,transcripts_by_company/Cobra_Electronics_Corporation_2011Q4.txt,2011-11-08,2011-11-08,,2011-11-08,high,19104210_2011_4,
22544710,2012.0,4.0,0.32,0.33,22544710,CREE INC,"Cree, Inc.",high,transcripts_by_company/Cree_Inc_2012Q4.txt,2012-10-16,2012-10-16,0.27,2012-10-16,high,22544710_2012_4,0.03
44919F10,2008.0,3.0,-0.13,-0.12,44919F10,HYTHIAM INC,"Hythiam, Inc.",high,transcripts_by_company/Hythiam_Inc_2008Q3.txt,2008-08-11,2008-08-11,-0.26,2008-08-11,high,44919F10_2008_3,0.0371428571428571
42550U20,2013.0,3.0,,,42550U20,HENKEL AG & CO KGAA,Draegerwerk AG &amp; Co KGaA,low,transcripts_by_company/Draegerwerk_AG_and_Co_KGaA_2013Q3.txt,2013-08-01,2013-08-08,,2013-08-08,low,42550U20_2013_3,
68633010,2020.0,4.0,,,68633010,ORIX CORP,ORIX Corporation,high,transcripts_by_company/ORIX_Corporation_2020Q4.txt,2020-11-02,2020-11-02,,2020-11-02,high,68633010_2020_4,
62675510,2017.0,3.0,1.9,1.54,62675510,MURPHY USA INC,Murphy USA Inc.,high,transcripts_by_company/Murphy_USA_Inc_2017Q3.txt,2017-08-03,2017-08-02,1.51,2017-08-02,high,62675510_2017_3,0.1633333333333333
90238J10,2017.0,4.0,-0.06,-0.09,90238J10,TYME TECHNOLOGIES INC,"Tyme Technologies, Inc.",high,transcripts_by_company/Tyme_Technologies_Inc_2017Q4.txt,2017-11-08,2017-11-03,,2017-11-03,high,90238J10_2017_4,
49373210,2014.0,3.0,0.3,0.35,49373210,KFORCE INC,Kforce Inc,high,transcripts_by_company/Kforce_Inc_2014Q3.txt,2014-08-04,2014-08-04,0.33,2014-08-04,high,49373210_2014_3,0.0133333333333333
22281610,2011.0,2.0,0.66,0.67,22281610,COVANCE INC,Covance Inc.,high,transcripts_by_company/Covance_Inc_2011Q2.txt,2011-06-16,2011-07-27,0.66,2011-07-27,high,22281610_2011_2,0.0266666666666666
58985J10,2023.0,2.0,0.03,0.09,58985J10,MERIDIANLINK INC,"MeridianLink, Inc.",high,transcripts_by_company/MeridianLink_Inc_2023Q2.txt,2023-06-06,2023-08-01,0.03,2023-08-01,high,58985J10_2023_2,0.0222222222222222
20714210,2003.0,3.0,0.03,-0.06,20714210,CONEXANT SYSTEMS INC-W/I,Conexant Systems,high,transcripts_by_company/Conexant_Systems_2003Q3.txt,2003-07-24,2003-07-24,0.02,2003-07-24,high,20714210_2003_3,0.0144444444444444
